# ell deltaell
3.222500000000000000e+03 1.000000000000000000e+00
3.223500000000000000e+03 1.000000000000000000e+00
3.224500000000000000e+03 1.000000000000000000e+00
3.225500000000000000e+03 1.000000000000000000e+00
3.226500000000000000e+03 1.000000000000000000e+00
3.227500000000000000e+03 1.000000000000000000e+00
3.228500000000000000e+03 1.000000000000000000e+00
3.229500000000000000e+03 1.000000000000000000e+00
3.230500000000000000e+03 1.000000000000000000e+00
3.231500000000000000e+03 1.000000000000000000e+00
3.232500000000000000e+03 1.000000000000000000e+00
3.233500000000000000e+03 1.000000000000000000e+00
3.234500000000000000e+03 1.000000000000000000e+00
3.235500000000000000e+03 1.000000000000000000e+00
3.236500000000000000e+03 1.000000000000000000e+00
3.237500000000000000e+03 1.000000000000000000e+00
3.238500000000000000e+03 1.000000000000000000e+00
3.239500000000000000e+03 1.000000000000000000e+00
3.240500000000000000e+03 1.000000000000000000e+00
3.241500000000000000e+03 1.000000000000000000e+00
3.242500000000000000e+03 1.000000000000000000e+00
3.243500000000000000e+03 1.000000000000000000e+00
3.244500000000000000e+03 1.000000000000000000e+00
3.245500000000000000e+03 1.000000000000000000e+00
3.246500000000000000e+03 1.000000000000000000e+00
3.247500000000000000e+03 1.000000000000000000e+00
3.248500000000000000e+03 1.000000000000000000e+00
3.249500000000000000e+03 1.000000000000000000e+00
3.250500000000000000e+03 1.000000000000000000e+00
3.251500000000000000e+03 1.000000000000000000e+00
3.252500000000000000e+03 1.000000000000000000e+00
3.253500000000000000e+03 1.000000000000000000e+00
3.254500000000000000e+03 1.000000000000000000e+00
3.255500000000000000e+03 1.000000000000000000e+00
3.256500000000000000e+03 1.000000000000000000e+00
3.257500000000000000e+03 1.000000000000000000e+00
3.258500000000000000e+03 1.000000000000000000e+00
3.259500000000000000e+03 1.000000000000000000e+00
3.260500000000000000e+03 1.000000000000000000e+00
3.261500000000000000e+03 1.000000000000000000e+00
3.262500000000000000e+03 1.000000000000000000e+00
3.263500000000000000e+03 1.000000000000000000e+00
3.264500000000000000e+03 1.000000000000000000e+00
3.265500000000000000e+03 1.000000000000000000e+00
3.266500000000000000e+03 1.000000000000000000e+00
3.267500000000000000e+03 1.000000000000000000e+00
3.268500000000000000e+03 1.000000000000000000e+00
3.269500000000000000e+03 1.000000000000000000e+00
3.270500000000000000e+03 1.000000000000000000e+00
3.271500000000000000e+03 1.000000000000000000e+00
3.272500000000000000e+03 1.000000000000000000e+00
3.273500000000000000e+03 1.000000000000000000e+00
3.274500000000000000e+03 1.000000000000000000e+00
3.275500000000000000e+03 1.000000000000000000e+00
3.276500000000000000e+03 1.000000000000000000e+00
3.277500000000000000e+03 1.000000000000000000e+00
3.278500000000000000e+03 1.000000000000000000e+00
3.279500000000000000e+03 1.000000000000000000e+00
3.280500000000000000e+03 1.000000000000000000e+00
3.281500000000000000e+03 1.000000000000000000e+00
3.282500000000000000e+03 1.000000000000000000e+00
3.283500000000000000e+03 1.000000000000000000e+00
3.284500000000000000e+03 1.000000000000000000e+00
3.285500000000000000e+03 1.000000000000000000e+00
3.286500000000000000e+03 1.000000000000000000e+00
3.287500000000000000e+03 1.000000000000000000e+00
3.288500000000000000e+03 1.000000000000000000e+00
3.289500000000000000e+03 1.000000000000000000e+00
3.290500000000000000e+03 1.000000000000000000e+00
3.291500000000000000e+03 1.000000000000000000e+00
3.292500000000000000e+03 1.000000000000000000e+00
3.293500000000000000e+03 1.000000000000000000e+00
3.294500000000000000e+03 1.000000000000000000e+00
3.295500000000000000e+03 1.000000000000000000e+00
3.296500000000000000e+03 1.000000000000000000e+00
3.297500000000000000e+03 1.000000000000000000e+00
3.298500000000000000e+03 1.000000000000000000e+00
3.299500000000000000e+03 1.000000000000000000e+00
3.300500000000000000e+03 1.000000000000000000e+00
3.301500000000000000e+03 1.000000000000000000e+00
3.302500000000000000e+03 1.000000000000000000e+00
3.303500000000000000e+03 1.000000000000000000e+00
3.304500000000000000e+03 1.000000000000000000e+00
3.305500000000000000e+03 1.000000000000000000e+00
3.306500000000000000e+03 1.000000000000000000e+00
3.307500000000000000e+03 1.000000000000000000e+00
3.308500000000000000e+03 1.000000000000000000e+00
3.309500000000000000e+03 1.000000000000000000e+00
3.310500000000000000e+03 1.000000000000000000e+00
3.311500000000000000e+03 1.000000000000000000e+00
3.312500000000000000e+03 1.000000000000000000e+00
3.313500000000000000e+03 1.000000000000000000e+00
3.314500000000000000e+03 1.000000000000000000e+00
3.315500000000000000e+03 1.000000000000000000e+00
3.316500000000000000e+03 1.000000000000000000e+00
3.317500000000000000e+03 1.000000000000000000e+00
3.318500000000000000e+03 1.000000000000000000e+00
3.319500000000000000e+03 1.000000000000000000e+00
3.320500000000000000e+03 1.000000000000000000e+00
3.321500000000000000e+03 1.000000000000000000e+00
3.322500000000000000e+03 1.000000000000000000e+00
3.323500000000000000e+03 1.000000000000000000e+00
3.324500000000000000e+03 1.000000000000000000e+00
3.325500000000000000e+03 1.000000000000000000e+00
3.326500000000000000e+03 1.000000000000000000e+00
3.327500000000000000e+03 1.000000000000000000e+00
3.328500000000000000e+03 1.000000000000000000e+00
3.329500000000000000e+03 1.000000000000000000e+00
3.330500000000000000e+03 1.000000000000000000e+00
3.331500000000000000e+03 1.000000000000000000e+00
3.332500000000000000e+03 1.000000000000000000e+00
3.333500000000000000e+03 1.000000000000000000e+00
3.334500000000000000e+03 1.000000000000000000e+00
3.335500000000000000e+03 1.000000000000000000e+00
3.336500000000000000e+03 1.000000000000000000e+00
3.337500000000000000e+03 1.000000000000000000e+00
3.338500000000000000e+03 1.000000000000000000e+00
3.339500000000000000e+03 1.000000000000000000e+00
3.340500000000000000e+03 1.000000000000000000e+00
3.341500000000000000e+03 1.000000000000000000e+00
3.342500000000000000e+03 1.000000000000000000e+00
3.343500000000000000e+03 1.000000000000000000e+00
3.344500000000000000e+03 1.000000000000000000e+00
3.345500000000000000e+03 1.000000000000000000e+00
3.346500000000000000e+03 1.000000000000000000e+00
3.347500000000000000e+03 1.000000000000000000e+00
3.348500000000000000e+03 1.000000000000000000e+00
3.349500000000000000e+03 1.000000000000000000e+00
3.350500000000000000e+03 1.000000000000000000e+00
3.351500000000000000e+03 1.000000000000000000e+00
3.352500000000000000e+03 1.000000000000000000e+00
3.353500000000000000e+03 1.000000000000000000e+00
3.354500000000000000e+03 1.000000000000000000e+00
3.355500000000000000e+03 1.000000000000000000e+00
3.356500000000000000e+03 1.000000000000000000e+00
3.357500000000000000e+03 1.000000000000000000e+00
3.358500000000000000e+03 1.000000000000000000e+00
3.359500000000000000e+03 1.000000000000000000e+00
3.360500000000000000e+03 1.000000000000000000e+00
3.361500000000000000e+03 1.000000000000000000e+00
3.362500000000000000e+03 1.000000000000000000e+00
3.363500000000000000e+03 1.000000000000000000e+00
3.364500000000000000e+03 1.000000000000000000e+00
3.365500000000000000e+03 1.000000000000000000e+00
3.366500000000000000e+03 1.000000000000000000e+00
3.367500000000000000e+03 1.000000000000000000e+00
3.368500000000000000e+03 1.000000000000000000e+00
3.369500000000000000e+03 1.000000000000000000e+00
3.370500000000000000e+03 1.000000000000000000e+00
3.371500000000000000e+03 1.000000000000000000e+00
3.372500000000000000e+03 1.000000000000000000e+00
3.373500000000000000e+03 1.000000000000000000e+00
3.374500000000000000e+03 1.000000000000000000e+00
3.375500000000000000e+03 1.000000000000000000e+00
3.376500000000000000e+03 1.000000000000000000e+00
3.377500000000000000e+03 1.000000000000000000e+00
3.378500000000000000e+03 1.000000000000000000e+00
3.379500000000000000e+03 1.000000000000000000e+00
3.380500000000000000e+03 1.000000000000000000e+00
3.381500000000000000e+03 1.000000000000000000e+00
3.382500000000000000e+03 1.000000000000000000e+00
3.383500000000000000e+03 1.000000000000000000e+00
3.384500000000000000e+03 1.000000000000000000e+00
3.385500000000000000e+03 1.000000000000000000e+00
3.386500000000000000e+03 1.000000000000000000e+00
3.387500000000000000e+03 1.000000000000000000e+00
3.388500000000000000e+03 1.000000000000000000e+00
3.389500000000000000e+03 1.000000000000000000e+00
3.390500000000000000e+03 1.000000000000000000e+00
3.391500000000000000e+03 1.000000000000000000e+00
3.392500000000000000e+03 1.000000000000000000e+00
3.393500000000000000e+03 1.000000000000000000e+00
3.394500000000000000e+03 1.000000000000000000e+00
3.395500000000000000e+03 1.000000000000000000e+00
3.396500000000000000e+03 1.000000000000000000e+00
3.397500000000000000e+03 1.000000000000000000e+00
3.398500000000000000e+03 1.000000000000000000e+00
3.399500000000000000e+03 1.000000000000000000e+00
3.400500000000000000e+03 1.000000000000000000e+00
3.401500000000000000e+03 1.000000000000000000e+00
3.402500000000000000e+03 1.000000000000000000e+00
3.403500000000000000e+03 1.000000000000000000e+00
3.404500000000000000e+03 1.000000000000000000e+00
3.405500000000000000e+03 1.000000000000000000e+00
3.406500000000000000e+03 1.000000000000000000e+00
3.407500000000000000e+03 1.000000000000000000e+00
3.408500000000000000e+03 1.000000000000000000e+00
3.409500000000000000e+03 1.000000000000000000e+00
3.410500000000000000e+03 1.000000000000000000e+00
3.411500000000000000e+03 1.000000000000000000e+00
3.412500000000000000e+03 1.000000000000000000e+00
3.413500000000000000e+03 1.000000000000000000e+00
3.414500000000000000e+03 1.000000000000000000e+00
3.415500000000000000e+03 1.000000000000000000e+00
3.416500000000000000e+03 1.000000000000000000e+00
3.417500000000000000e+03 1.000000000000000000e+00
3.418500000000000000e+03 1.000000000000000000e+00
3.419500000000000000e+03 1.000000000000000000e+00
3.420500000000000000e+03 1.000000000000000000e+00
3.421500000000000000e+03 1.000000000000000000e+00
3.422500000000000000e+03 1.000000000000000000e+00
3.423500000000000000e+03 1.000000000000000000e+00
3.424500000000000000e+03 1.000000000000000000e+00
3.425500000000000000e+03 1.000000000000000000e+00
3.426500000000000000e+03 1.000000000000000000e+00
3.427500000000000000e+03 1.000000000000000000e+00
3.428500000000000000e+03 1.000000000000000000e+00
3.429500000000000000e+03 1.000000000000000000e+00
3.430500000000000000e+03 1.000000000000000000e+00
3.431500000000000000e+03 1.000000000000000000e+00
3.432500000000000000e+03 1.000000000000000000e+00
3.433500000000000000e+03 1.000000000000000000e+00
3.434500000000000000e+03 1.000000000000000000e+00
3.435500000000000000e+03 1.000000000000000000e+00
3.436500000000000000e+03 1.000000000000000000e+00
3.437500000000000000e+03 1.000000000000000000e+00
3.438500000000000000e+03 1.000000000000000000e+00
3.439500000000000000e+03 1.000000000000000000e+00
3.440500000000000000e+03 1.000000000000000000e+00
3.441500000000000000e+03 1.000000000000000000e+00
3.442500000000000000e+03 1.000000000000000000e+00
3.443500000000000000e+03 1.000000000000000000e+00
3.444500000000000000e+03 1.000000000000000000e+00
3.445500000000000000e+03 1.000000000000000000e+00
3.446500000000000000e+03 1.000000000000000000e+00
3.447500000000000000e+03 1.000000000000000000e+00
3.448500000000000000e+03 1.000000000000000000e+00
3.449500000000000000e+03 1.000000000000000000e+00
3.450500000000000000e+03 1.000000000000000000e+00
3.451500000000000000e+03 1.000000000000000000e+00
3.452500000000000000e+03 1.000000000000000000e+00
3.453500000000000000e+03 1.000000000000000000e+00
3.454500000000000000e+03 1.000000000000000000e+00
3.455500000000000000e+03 1.000000000000000000e+00
3.456500000000000000e+03 1.000000000000000000e+00
3.457500000000000000e+03 1.000000000000000000e+00
3.458500000000000000e+03 1.000000000000000000e+00
3.459500000000000000e+03 1.000000000000000000e+00
3.460500000000000000e+03 1.000000000000000000e+00
3.461500000000000000e+03 1.000000000000000000e+00
3.462500000000000000e+03 1.000000000000000000e+00
3.463500000000000000e+03 1.000000000000000000e+00
3.464500000000000000e+03 1.000000000000000000e+00
3.465500000000000000e+03 1.000000000000000000e+00
3.466500000000000000e+03 1.000000000000000000e+00
3.467500000000000000e+03 1.000000000000000000e+00
3.468500000000000000e+03 1.000000000000000000e+00
3.469500000000000000e+03 1.000000000000000000e+00
3.470500000000000000e+03 1.000000000000000000e+00
3.471500000000000000e+03 1.000000000000000000e+00
3.472500000000000000e+03 1.000000000000000000e+00
3.473500000000000000e+03 1.000000000000000000e+00
3.474500000000000000e+03 1.000000000000000000e+00
3.475500000000000000e+03 1.000000000000000000e+00
3.476500000000000000e+03 1.000000000000000000e+00
3.477500000000000000e+03 1.000000000000000000e+00
3.478500000000000000e+03 1.000000000000000000e+00
3.479500000000000000e+03 1.000000000000000000e+00
3.480500000000000000e+03 1.000000000000000000e+00
3.481500000000000000e+03 1.000000000000000000e+00
